TYPENAME,TYPEID,GROUPID
Crate of Archaeological Lot GV87-426-D Artifacts,3023,314
Large Crate of Archaeological Lot GV87-426-E Artifacts,3024,314
Heavy Beam Laser II,3025,53
Heavy Beam Laser II Blueprint,3026,133
Crate of Contained Cerrocentite,3027,314
Large Crate of Contained Mesarchonite,3028,314
Group of Coriault Couture Collective Display Employees,3029,314
Large Group of Mannar Textile Institute International Representatives,3030,314
Crate of Exclusive Simo Reshar Fitness Holoreels,3031,314
Amarr Forensic Investigative Team,3032,283
Small Focused Beam Laser II,3033,53
Small Focused Beam Laser II Blueprint,3034,133
Large Crate of Exclusive Simo Reshar Fitness Holoreels,3035,314
Amarr Forensic Investigative Deployment,3036,283
Crate of Experimental ECM Hybrid Rounds,3037,314
Large Crate of Experimental ECM Hybrid Rounds,3038,314
Noctis Blueprint,3039,108
Small Focused Pulse Laser II,3041,53
Small Focused Pulse Laser II Blueprint,3042,133
Mega Beam Laser II,3049,53
Mega Beam Laser II Blueprint,3050,133
Sansha Territorial Reclamation Outpost,3054,952
Fortified Sansha Deadspace Outpost I,3056,226
Mega Pulse Laser II,3057,53
Mega Pulse Laser II Blueprint,3058,133
Sansha Starbase Control Tower,3059,226
Gas Extractor Control Unit,3060,1063
Ice Extractor Control Unit,3061,1063
Lava Extractor Control Unit,3062,1063
Oceanic Extractor Control Unit,3063,1063
Plasma Extractor Control Unit,3064,1063
Tachyon Beam Laser II,3065,53
Tachyon Beam Laser II Blueprint,3066,133
Storm Extractor Control Unit,3067,1063
Temperate Extractor Control Unit,3068,1063
Sansha Incursion Vanguard System Effects,3069,920
Orca Civilian,3070,875
Uroborus,3071,1052
Incursion Effect Assault,3072,920
Rusty Cloud,3073,227
150mm Railgun II,3074,74
150mm Railgun II Blueprint,3075,154
Incursion Effect HQ,3076,920
Zainou 'Gnome' Shield Upgrades SU-602,3077,749
Zainou 'Gnome' Shield Upgrades SU-604,3078,749
Zainou 'Gnome' Shield Upgrades SU-606,3079,749
Zainou 'Gnome' Shield Management SM-702,3080,749
Zainou 'Gnome' Shield Management SM-704,3081,749
250mm Railgun II,3082,74
250mm Railgun II Blueprint,3083,154
Zainou 'Gnome' Shield Management SM-706,3084,749
Zainou 'Gnome' Shield Emission Systems SE-802,3085,749
Zainou 'Gnome' Shield Emission Systems SE-804,3086,749
Zainou 'Gnome' Shield Emission Systems SE-806,3087,749
Zainou 'Gnome' Shield Operation SP-902,3088,749
Zainou 'Gnome' Shield Operation SP-904,3089,749
425mm Railgun II,3090,74
425mm Railgun II Blueprint,3091,154
Zainou 'Gnome' Shield Operation SP-906,3092,749
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-702,3093,747
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704,3094,747
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706,3095,747
Eifyr and Co. 'Rogue' Navigation NN-602,3096,747
Eifyr and Co. 'Rogue' Navigation NN-604,3097,747
75mm Gatling Rail II,3098,74
75mm Gatling Rail II Blueprint,3099,154
Eifyr and Co. 'Rogue' Navigation NN-606,3100,747
Eifyr and Co. 'Rogue' Fuel Conservation FC-802,3101,747
Eifyr and Co. 'Rogue' Fuel Conservation FC-804,3102,747
Eifyr and Co. 'Rogue' Fuel Conservation FC-806,3103,747
Eifyr and Co. 'Rogue' Afterburner AB-604,3104,747
Eifyr and Co. 'Rogue' Afterburner AB-608,3105,747
Dual 150mm Railgun II,3106,74
Dual 150mm Railgun II Blueprint,3107,154
Eifyr and Co. 'Rogue' Afterburner AB-612,3108,747
Eifyr and Co. 'Rogue' Warp Drive Operation WD-604,3109,747
Eifyr and Co. 'Rogue' Warp Drive Operation WD-608,3110,747
Eifyr and Co. 'Rogue' Warp Drive Operation WD-612,3111,747
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-902,3112,747
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-904,3113,747
Dual 250mm Railgun II,3114,74
Dual 250mm Railgun II Blueprint,3115,154
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-906,3116,747
Eifyr and Co. 'Rogue' Warp Drive Speed WS-608,3117,747
Eifyr and Co. 'Rogue' Warp Drive Speed WS-613,3118,747
Eifyr and Co. 'Rogue' Warp Drive Speed WS-618,3119,747
Eifyr and Co. 'Rogue' Acceleration Control AC-602,3120,747
Eifyr and Co. 'Rogue' Acceleration Control AC-604,3121,747
Electron Blaster Cannon II,3122,74
Electron Blaster Cannon II Blueprint,3123,154
Eifyr and Co. 'Rogue' Acceleration Control AC-606,3124,747
Zainou 'Deadeye' Guided Missile Precision GP-802,3125,746
Zainou 'Deadeye' Guided Missile Precision GP-804,3126,746
Zainou 'Deadeye' Guided Missile Precision GP-806,3127,746
Zainou 'Deadeye' Missile Bombardment MB-702,3128,746
Zainou 'Deadeye' Missile Bombardment MB-704,3129,746
Heavy Electron Blaster II,3130,74
Heavy Electron Blaster II Blueprint,3131,154
Zainou 'Deadeye' Missile Bombardment MB-706,3132,746
Zainou 'Deadeye' Missile Projection MP-702,3133,746
Zainou 'Deadeye' Missile Projection MP-704,3134,746
Zainou 'Deadeye' Missile Projection MP-706,3135,746
Zainou 'Deadeye' Rapid Launch RL-1002,3136,746
Zainou 'Deadeye' Rapid Launch RL-1004,3137,746
Heavy Ion Blaster II,3138,74
Heavy Ion Blaster II Blueprint,3139,154
Zainou 'Deadeye' Rapid Launch RL-1006,3140,746
Zainou 'Deadeye' Target Navigation Prediction TN-902,3141,746
Zainou 'Deadeye' Target Navigation Prediction TN-904,3142,746
Zainou 'Deadeye' Target Navigation Prediction TN-906,3143,746
Zainou 'Gnome' Launcher CPU Efficiency LE-602,3144,746
Zainou 'Gnome' Launcher CPU Efficiency LE-604,3145,746
Heavy Neutron Blaster II,3146,74
Heavy Neutron Blaster II Blueprint,3147,154
Zainou 'Gnome' Launcher CPU Efficiency LE-606,3148,746
Hardwiring - Zainou 'Sharpshooter' ZMX11,3149,746
Hardwiring - Zainou 'Sharpshooter' ZMX110,3150,746
Hardwiring - Zainou 'Sharpshooter' ZMX1100,3151,746
Zainou 'Snapshot' Defender Missiles DM-802,3152,746
Zainou 'Snapshot' Defender Missiles DM-804,3153,746
Ion Blaster Cannon II,3154,74
Ion Blaster Cannon II Blueprint,3155,154
Zainou 'Snapshot' Defender Missiles DM-806,3156,746
Zainou 'Snapshot' Heavy Assault Missiles AM-702,3157,746
Zainou 'Snapshot' Heavy Assault Missiles AM-704,3158,746
Zainou 'Snapshot' Heavy Assault Missiles AM-706,3159,746
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1002,3160,746
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1004,3161,746
Light Electron Blaster II,3162,74
Light Electron Blaster II Blueprint,3163,154
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1006,3164,746
Zainou 'Snapshot' Heavy Missiles HM-702,3165,746
Zainou 'Snapshot' Heavy Missiles HM-704,3166,746
Zainou 'Snapshot' Heavy Missiles HM-706,3167,746
Zainou 'Snapshot' Light Missiles LM-902,3168,746
Zainou 'Snapshot' Light Missiles LM-904,3169,746
Light Ion Blaster II,3170,74
Light Ion Blaster II Blueprint,3171,154
Zainou 'Snapshot' Light Missiles LM-906,3172,746
Zainou 'Snapshot' Rockets RD-902,3173,746
Zainou 'Snapshot' Rockets RD-904,3174,746
Zainou 'Snapshot' Rockets RD-906,3175,746
Zainou 'Snapshot' Torpedoes TD-602,3176,746
Zainou 'Snapshot' Torpedoes TD-604,3177,746
Light Neutron Blaster II,3178,74
Light Neutron Blaster II Blueprint,3179,154
Zainou 'Snapshot' Torpedoes TD-606,3180,746
Zainou 'Snapshot' Cruise Missiles CM-602,3181,746
Zainou 'Snapshot' Cruise Missiles CM-604,3182,746
Zainou 'Snapshot' Cruise Missiles CM-606,3183,746
ORE Industrial,3184,257
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-802,3185,742
Neutron Blaster Cannon II,3186,74
Neutron Blaster Cannon II Blueprint,3187,154
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-804,3188,742
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-806,3189,742
Eifyr and Co. 'Gunslinger' Motion Prediction MR-702,3190,742
Eifyr and Co. 'Gunslinger' Motion Prediction MR-704,3191,742
Eifyr and Co. 'Gunslinger' Motion Prediction MR-706,3192,742
Eifyr and Co. 'Gunslinger' Surgical Strike SS-902,3193,742
Eifyr and Co. 'Gunslinger' Surgical Strike SS-904,3194,742
Eifyr and Co. 'Gunslinger' Surgical Strike SS-906,3195,742
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1002,3196,742
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1004,3197,742
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1006,3198,742
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-602,3199,742
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-604,3200,742
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-606,3201,742
Inherent Implants 'Lancer' Small Energy Turret SE-602,3202,742
Inherent Implants 'Lancer' Controlled Bursts CB-702,3203,742
Inherent Implants 'Lancer' Gunnery RF-902,3204,742
Inherent Implants 'Lancer' Large Energy Turret LE-1002,3205,742
Inherent Implants 'Lancer' Medium Energy Turret ME-802,3206,742
Inherent Implants 'Lancer' Small Energy Turret SE-604,3207,742
Inherent Implants 'Lancer' Controlled Bursts CB-704,3208,742
Inherent Implants 'Lancer' Gunnery RF-904,3209,742
Inherent Implants 'Lancer' Large Energy Turret LE-1004,3210,742
Inherent Implants 'Lancer' Medium Energy Turret ME-804,3211,742
Inherent Implants 'Lancer' Small Energy Turret SE-606,3212,742
Inherent Implants 'Lancer' Controlled Bursts CB-706,3213,742
Inherent Implants 'Lancer' Gunnery RF-906,3214,742
Inherent Implants 'Lancer' Large Energy Turret LE-1006,3215,742
Inherent Implants 'Lancer' Medium Energy Turret ME-806,3216,742
Zainou 'Deadeye' Sharpshooter ST-902,3217,742
Harvester Mining Drone,3218,101
Zainou 'Deadeye' Trajectory Analysis TA-704,3220,742
Zainou 'Deadeye' Trajectory Analysis TA-706,3221,742
Zainou 'Deadeye' Large Hybrid Turret LH-1002,3222,742
Zainou 'Deadeye' Large Hybrid Turret LH-1004,3223,742
Zainou 'Deadeye' Large Hybrid Turret LH-1006,3224,742
Zainou 'Deadeye' Small Hybrid Turret SH-602,3225,742
Zainou 'Deadeye' Small Hybrid Turret SH-604,3226,742
Zainou 'Deadeye' Small Hybrid Turret SH-606,3227,742
Zainou 'Gnome' Weapon Upgrades WU-1002,3228,742
Zainou 'Gnome' Weapon Upgrades WU-1004,3229,742
Zainou 'Gnome' Weapon Upgrades WU-1006,3230,742
Zainou 'Deadeye' Medium Hybrid Turret MH-802,3231,742
Zainou 'Deadeye' Medium Hybrid Turret MH-804,3232,742
Zainou 'Deadeye' Medium Hybrid Turret MH-806,3233,742
Zainou 'Deadeye' Sharpshooter ST-904,3234,742
Zainou 'Deadeye' Sharpshooter ST-906,3235,742
Zainou 'Deadeye' Trajectory Analysis TA-702,3236,742
Inherent Implants 'Squire' Capacitor Management EM-802,3237,741
Inherent Implants 'Squire' Capacitor Management EM-804,3238,741
Inherent Implants 'Squire' Capacitor Management EM-806,3239,741
Inherent Implants 'Squire' Capacitor Systems Operation EO-602,3240,741
Inherent Implants 'Squire' Capacitor Systems Operation EO-604,3241,741
Warp Disruptor I,3242,52
Warp Disruptor I Blueprint,3243,132
Warp Disruptor II,3244,52
Warp Disruptor II Blueprint,3245,132
Inherent Implants 'Squire' Capacitor Systems Operation EO-606,3246,741
Inherent Implants 'Squire' Capacitor Emission Systems ES-702,3247,741
Inherent Implants 'Squire' Capacitor Emission Systems ES-704,3248,741
Inherent Implants 'Squire' Capacitor Emission Systems ES-706,3249,741
Inherent Implants 'Squire' Energy Pulse Weapons EP-702,3250,741
Inherent Implants 'Squire' Energy Pulse Weapons EP-704,3251,741
Inherent Implants 'Squire' Energy Pulse Weapons EP-706,3252,741
Inherent Implants 'Squire' Energy Grid Upgrades EU-702,3253,741
Inherent Implants 'Squire' Energy Grid Upgrades EU-704,3254,741
Inherent Implants 'Squire' Energy Grid Upgrades EU-706,3255,741
Inherent Implants 'Squire' Power Grid Management EG-602,3256,741
Inherent Implants 'Squire' Power Grid Management EG-604,3257,741
Inherent Implants 'Squire' Power Grid Management EG-606,3258,741
Orkashu Pontine,3259,1053
Sanshas Supercarrier Wreck,3260,186
Logistics Control Array,3261,306
Zainou 'Gypsy' Electronics Upgrades EU-602,3262,741
Zainou 'Gypsy' Electronics Upgrades EU-604,3263,741
Zainou 'Gypsy' Electronics Upgrades EU-606,3264,741
Zainou 'Gypsy' CPU Management EE-602,3265,741
Zainou 'Gypsy' CPU Management EE-604,3266,741
Zainou 'Gypsy' CPU Management EE-606,3267,741
Zainou 'Gypsy' Signature Analysis SA-702,3268,1228
Zainou 'Gypsy' Signature Analysis SA-704,3269,1228
Zainou 'Gypsy' Signature Analysis SA-706,3270,1228
Zainou 'Gypsy' Electronic Warfare EW-902,3271,740
Zainou 'Gypsy' Electronic Warfare EW-904,3272,740
Zainou 'Gypsy' Electronic Warfare EW-906,3273,740
Zainou 'Gypsy' Long Range Targeting LT-802,3274,1228
Zainou 'Gypsy' Long Range Targeting LT-804,3275,1228
Zainou 'Gypsy' Long Range Targeting LT-806,3276,1228
Zainou 'Gypsy' Propulsion Jamming PJ-802,3277,740
Zainou 'Gypsy' Propulsion Jamming PJ-804,3278,740
Zainou 'Gypsy' Propulsion Jamming PJ-806,3279,740
Zainou 'Gypsy' Sensor Linking SL-902,3280,740
Zainou 'Gypsy' Sensor Linking SL-904,3281,740
Zainou 'Gypsy' Sensor Linking SL-906,3282,740
Zainou 'Gypsy' Weapon Disruption WD-902,3283,740
Zainou 'Gypsy' Weapon Disruption WD-904,3284,740
Quad Light Beam Laser II,3285,53
Quad Light Beam Laser II Blueprint,3286,133
Zainou 'Gypsy' Weapon Disruption WD-906,3287,740
Zainou 'Gypsy' Target Painting TG-902,3288,740
Zainou 'Gypsy' Target Painting TG-904,3289,740
Zainou 'Gypsy' Target Painting TG-906,3290,740
Inherent Implants 'Noble' Repair Systems RS-602,3291,738
Inherent Implants 'Noble' Repair Systems RS-604,3292,738
Medium Standard Container,3293,12
Large Standard Container,3296,12
Small Standard Container,3297,12
Inherent Implants 'Noble' Repair Systems RS-606,3299,738
Gunnery,3300,255
Small Hybrid Turret,3301,255
Small Projectile Turret,3302,255
Small Energy Turret,3303,255
Medium Hybrid Turret,3304,255
Medium Projectile Turret,3305,255
Medium Energy Turret,3306,255
Large Hybrid Turret,3307,255
Large Projectile Turret,3308,255
Large Energy Turret,3309,255
Rapid Firing,3310,255
Sharpshooter,3311,255
Motion Prediction,3312,255
Surgical Strike,3315,255
Controlled Bursts,3316,255
Trajectory Analysis,3317,255
Weapon Upgrades,3318,1216
Missile Launcher Operation,3319,256
Rockets,3320,256
Light Missiles,3321,256
Auto-Targeting Missiles,3322,256
Defender Missiles,3323,256
Heavy Missiles,3324,256
Torpedoes,3325,256
Cruise Missiles,3326,256
Spaceship Command,3327,257
Gallente Frigate,3328,257
Minmatar Frigate,3329,257
Caldari Frigate,3330,257
Amarr Frigate,3331,257
Gallente Cruiser,3332,257
Minmatar Cruiser,3333,257
Caldari Cruiser,3334,257
Amarr Cruiser,3335,257
Gallente Battleship,3336,257
Minmatar Battleship,3337,257
Caldari Battleship,3338,257
Amarr Battleship,3339,257
Gallente Industrial,3340,257
Minmatar Industrial,3341,257
Caldari Industrial,3342,257
Amarr Industrial,3343,257
Gallente Titan,3344,257
Minmatar Titan,3345,257
Caldari Titan,3346,257
Amarr Titan,3347,257
Leadership,3348,258
Skirmish Command,3349,258
Shield Command,3350,258
Shield Command Specialist,3351,258
Information Command Specialist,3352,258
Command Burst Specialist,3354,258
Social,3355,278
Negotiation,3356,278
Diplomacy,3357,278
Fast Talk,3358,278
Connections,3359,278
Criminal Connections,3361,278
DED Connections,3362,278
Corporation Management,3363,266
Station Management,3364,266
Starbase Management,3365,266
Factory Management,3366,266
Refinery Management,3367,266
Diplomatic Relations,3368,266
CFO Training,3369,266
Chief Science Officer,3370,266
Public Relations,3371,266
Intelligence Analyst,3372,266
Starbase Defense Management,3373,1545
Learning',3374,267
Iron Will',3375,267
Empathy',3376,267
Analytical Mind',3377,267
Instant Recall',3378,267
Spatial Awareness',3379,267
Industry,3380,268
Amarr Tech,3381,268
Caldari Tech,3382,268
Gallente Tech,3383,268
Minmatar Tech,3384,268
Reprocessing,3385,1218
Mining,3386,1218
Mass Production,3387,268
Advanced Industry,3388,268
Reprocessing Efficiency,3389,1218
Mobile Refinery Operation,3390,1218
Mobile Factory Operation,3391,268
Mechanics,3392,1210
Repair Systems,3393,1210
Hull Upgrades,3394,1210
Advanced Small Ship Construction,3395,268
Advanced Industrial Ship Construction,3396,268
Advanced Medium Ship Construction,3397,268
Advanced Large Ship Construction,3398,268
Outpost Construction,3400,268
Science,3402,270
Research,3403,270
Genetic Engineering,3404,267
Biology,3405,1220
Laboratory Operation,3406,270
Sleeper Encryption Methods,3408,270
Metallurgy,3409,270
Astrogeology,3410,1218
Cybernetics,3411,1220
Astrometrics,3412,1217
Power Grid Management,3413,1216
Inherent Implants 'Noble' Remote Armor Repair Systems RA-702,3414,738
Inherent Implants 'Noble' Remote Armor Repair Systems RA-704,3415,738
Shield Operation,3416,1209
Capacitor Systems Operation,3417,1216
Capacitor Management,3418,1216
Shield Management,3419,1209
Tactical Shield Manipulation,3420,1209
Energy Pulse Weapons,3421,1216
Shield Emission Systems,3422,1209
Capacitor Emission Systems,3423,1216
Energy Grid Upgrades,3424,1216
Shield Upgrades,3425,1209
CPU Management,3426,1216
Electronic Warfare,3427,272
Long Range Targeting,3428,1213
Target Management,3429,1213
Advanced Target Management,3430,1213
Signature Analysis,3431,1213
Electronics Upgrades,3432,1216
Sensor Linking,3433,272
Weapon Disruption,3434,272
Propulsion Jamming,3435,272
Drones,3436,273
Drone Avionics,3437,273
Mining Drone Operation,3438,273
Repair Drone Operation,3439,273
Salvage Drone Operation,3440,273
Heavy Drone Operation,3441,273
Drone Interfacing,3442,273
Trade,3443,274
Retail,3444,274
Black Market Trading,3445,274
Broker Relations,3446,274
